site_id,hour_ts,total_calls,dropped_calls,failed_calls,blocked_calls,success_rate,latency_ms,jitter_ms,packet_drop_rate,call_drop_rate,rrc_setup_success_rate,throughput_mbps,alarm_count,critical_alarm_count,event_count,capacity_erlangs,region,site_type
SITE-A-DOWNTOWN,2026-08-01 00:00:00,11,0,0,0,1.0,37.50190933209334,4.6916414029087266,0.004878428451225968,0.007252071899905919,0.9790049885473368,132.41320672377572,0,0,0,800,DEMO,MACRO
SITE-A-DOWNTOWN,2026-08-01 01:00:00,15,0,0,0,1.0,41.424568367655326,4.391208286256139,0.003339674764218604,0.008030324268193136,0.9783527683630232,95.29217525924747,0,0,0,800,DEMO,MACRO
SITE-A-DOWNTOWN,2026-08-01 02:00:00,13,0,0,0,1.0,35.09096517915907,3.6604920562234775,0.005977501417171963,0.012926619192137532,0.9886653768832349,139.3376088609131,0,0,0,800,DEMO,MACRO
SITE-A-DOWNTOWN,2026-08-01 03:00:00,20,0,0,0,1.0,28.20424067715689,3.8376188128190925,0.0012197100398069168,0.0053568027877359614,0.9854466646081411,107.97236151951735,0,0,0,800,DEMO,MACRO
SITE-A-DOWNTOWN,2026-08-01 04:00:00,18,0,0,0,1.0,37.58452508982021,3.5423529397985414,0.0034843671769675213,0.007475149220273309,0.9703538207662752,91.54412863911864,0,0,0,800,DEMO,MACRO
SITE-A-DOWNTOWN,2026-08-01 05:00:00,20,0,0,0,1.0,29.012134479739906,3.10860893180662,0.0010186712102603797,0.013300477298017456,0.9746338324318432,96.05595827382713,0,0,0,800,DEMO,MACRO
SITE-A-DOWNTOWN,2026-08-01 06:00:00,16,0,0,0,1.0,35.195816197368465,4.541450739097608,0.004198585834712632,0.01241770947361857,0.9727448681518913,112.46862928258932,0,0,0,800,DEMO,MACRO
SITE-A-DOWNTOWN,2026-08-01 07:00:00,13,0,0,0,1.0,42.42678753385761,3.083792177042473,0.0039909203360360655,0.005592516423455036,0.9816289540333218,99.3821807754924,0,0,0,800,DEMO,MACRO
SITE-A-DOWNTOWN,2026-08-01 08:00:00,66,1,1,0,0.9696969696969697,41.32676207638151,3.1383385146509375,0.005893739422056108,0.010899916930106102,0.9881516876148955,118.27979484729994,0,0,0,800,DEMO,MACRO
SITE-A-DOWNTOWN,2026-08-01 09:00:00,50,0,0,0,1.0,28.015760383367375,3.3209404015645627,0.0021978198091476167,0.009024982981039816,0.9729011228179524,138.0696830629293,0,0,0,800,DEMO,MACRO
SITE-A-DOWNTOWN,2026-08-01 10:00:00,76,1,1,1,0.9605263157894737,38.4353032522257,2.9012602444372106,0.005370385130747522,0.011622147383384539,0.9739484744742491,130.70445925247319,0,0,0,800,DEMO,MACRO
SITE-A-DOWNTOWN,2026-08-01 11:00:00,48,0,0,0,1.0,43.07833576391853,3.7091574435778316,0.0017272997688046346,0.006924634949683324,0.9978371705423357,113.13958926003582,0,0,0,800,DEMO,MACRO
SITE-A-DOWNTOWN,2026-08-01 12:00:00,43,0,0,0,1.0,42.681137883929395,3.9247151156674422,0.0038484713723690397,0.0087628783612992,0.9823286584647138,94.36935276091069,0,0,0,800,DEMO,MACRO
SITE-A-DOWNTOWN,2026-08-01 13:00:00,55,0,0,0,1.0,42.52437616218542,3.4031906504422884,0.0037381759960686766,0.008221633097802251,0.9925397475956478,81.51181224810563,0,0,0,800,DEMO,MACRO
SITE-A-DOWNTOWN,2026-08-01 14:00:00,73,1,1,0,0.9726027397260274,25.607005887682234,2.3686763066150283,0.005835741176986839,0.011577607300385144,0.9828466073916844,111.42440647462882,0,0,0,800,DEMO,MACRO
SITE-A-DOWNTOWN,2026-08-01 15:00:00,75,1,1,0,0.9733333333333334,31.884213339920525,3.7708729468691438,0.0044184218666977184,0.00855413777023512,0.9855729545948797,125.91484299671136,0,0,0,800,DEMO,MACRO
SITE-A-DOWNTOWN,2026-08-01 16:00:00,57,1,0,0,0.9824561403508771,28.02124556153631,4.800258176922286,0.0010258943290771608,0.01252977503597754,0.9943158049095173,88.20584309255489,0,0,0,800,DEMO,MACRO
