site_id,latency_ms,jitter_ms,packet_drop_rate,call_drop_rate,rrc_setup_success_rate,throughput_mbps,segment,nps_score,csat_score
SITE-A-DOWNTOWN,25.865635888274085,2.802942729915758,0.002944130599423138,0.007521991081851575,0.9753067394218656,132.40840366861903,HIGH_VALUE,11.500090249833082,4
SITE-A-DOWNTOWN,40.20486110302558,2.6699325843496062,0.0022917655540199296,0.014674716744591202,0.992879562574407,106.91990721256977,HIGH_VALUE,18.172107705457243,3
SITE-A-DOWNTOWN,30.380931625287772,4.9434892137028275,0.004955390219952943,0.005698788661872924,0.9912052822103353,102.56183902999246,HIGH_VALUE,53.19427496134448,4
SITE-A-DOWNTOWN,27.60330053706763,2.0590996585170354,0.002478428666166142,0.013603441040953825,0.9967369253310365,120.99033595557674,HIGH_VALUE,54.87318103969287,3
SITE-A-DOWNTOWN,28.89257428901928,3.062786395086335,0.005496166252030479,0.014862801660365969,0.9832916460811564,126.55847772762178,HIGH_VALUE,66.00680401634355,3
SITE-A-DOWNTOWN,30.915123420728452,3.962211910141229,0.0029498978991403897,0.009650835949653309,0.9838575583408842,96.71091863748524,HIGH_VALUE,11.143900417116694,5
SITE-A-DOWNTOWN,40.33063027489854,4.087902573626344,0.005202985492301332,0.006533041829675399,0.9771110799977755,115.7677997147704,HIGH_VALUE,66.19760483478572,5
SITE-A-DOWNTOWN,29.016547657982205,3.784071472183811,0.005787522973042863,0.013680755224676808,0.9969687002646402,104.6313231830469,HIGH_VALUE,25.737683120221114,4
SITE-A-DOWNTOWN,42.41166412536185,4.364261355166377,0.005256886131169007,0.008912268907499559,0.97858473903334,94.417973786298,HIGH_VALUE,62.2372224948576,3
SITE-A-DOWNTOWN,32.343285323941984,4.623624231175494,0.002906963782764986,0.009479088245607198,0.9869944452587321,93.27806729295895,HIGH_VALUE,26.046967660150997,5
SITE-A-DOWNTOWN,30.333022759686884,2.7802117532216917,0.003577604038425625,0.006005018304590864,0.9934113817246333,90.48789226394172,HIGH_VALUE,36.638023515725855,3
SITE-A-DOWNTOWN,27.76047446162326,3.227575952642872,0.0038158091879857896,0.010503084796648243,0.9967757202893381,127.10052488229395,HIGH_VALUE,17.254579057981378,4
SITE-A-DOWNTOWN,41.66447122006069,3.6493807085662247,0.004390816626674484,0.006599762700756001,0.9841594226724395,121.99494846710103,HIGH_VALUE,57.847161259636266,3
SITE-A-DOWNTOWN,29.342627531025705,4.49817721656194,0.003842136182711281,0.011686878129727738,0.9955465693298613,104.3280809781909,HIGH_VALUE,65.17825112093337,5
